,episode,score,avg_score
517,517,14.0,15.75
518,518,19.0,15.69
519,519,20.0,15.73
520,520,14.0,15.7
521,521,21.0,15.74
522,522,17.0,15.75
523,523,11.0,15.69
524,524,15.0,15.7
525,525,8.0,15.64
526,526,13.0,15.62
527,527,12.0,15.56
528,528,16.0,15.56
529,529,18.0,15.53
530,530,16.0,15.6
531,531,18.0,15.6
532,532,16.0,15.58
533,533,18.0,15.57
534,534,15.0,15.59
535,535,12.0,15.6
536,536,10.0,15.56
537,537,16.0,15.55
538,538,19.0,15.57
539,539,20.0,15.59
540,540,18.0,15.58
541,541,17.0,15.59
542,542,10.0,15.55
543,543,13.0,15.54
544,544,18.0,15.56
545,545,14.0,15.57
546,546,13.0,15.54
547,547,14.0,15.5
548,548,15.0,15.48
549,549,20.0,15.5
550,550,3.0,15.32
551,551,12.0,15.33
552,552,16.0,15.33
553,553,14.0,15.29
554,554,9.0,15.25
555,555,10.0,15.14
556,556,10.0,15.1
557,557,16.0,15.08
558,558,18.0,15.06
559,559,19.0,15.1
560,560,21.0,15.15
561,561,18.0,15.13
562,562,21.0,15.17
563,563,16.0,15.2
564,564,15.0,15.2
565,565,9.0,15.15
566,566,14.0,15.17
567,567,17.0,15.2
568,568,16.0,15.24
569,569,16.0,15.27
570,570,17.0,15.25
571,571,16.0,15.23
572,572,16.0,15.26
573,573,16.0,15.31
574,574,11.0,15.25
575,575,21.0,15.28
576,576,13.0,15.21
577,577,16.0,15.18
578,578,12.0,15.13
579,579,10.0,15.08
580,580,14.0,15.09
581,581,15.0,15.03
582,582,20.0,15.1
583,583,20.0,15.17
584,584,13.0,15.13
585,585,15.0,15.19
586,586,16.0,15.16
587,587,20.0,15.21
588,588,14.0,15.2
589,589,9.0,15.1
590,590,13.0,15.06
591,591,9.0,15.0
592,592,14.0,14.94
593,593,19.0,15.0
594,594,17.0,15.01
595,595,17.0,15.06
596,596,11.0,15.02
597,597,17.0,15.07
598,598,16.0,15.05
599,599,20.0,15.12
600,600,15.0,15.08
601,601,16.0,15.13
602,602,11.0,15.09
603,603,10.0,15.01
604,604,15.0,15.04
605,605,21.0,15.09
606,606,9.0,15.02
607,607,16.0,15.01
608,608,17.0,15.01
609,609,12.0,15.03
610,610,12.0,14.99
611,611,18.0,14.96
612,612,10.0,14.94
613,613,10.0,14.9
614,614,20.0,14.99
615,615,20.0,15.09
616,616,13.0,15.02
617,617,5.0,14.93
618,618,16.0,14.9
619,619,15.0,14.85
620,620,14.0,14.85
621,621,11.0,14.75
622,622,14.0,14.72
623,623,16.0,14.77
624,624,20.0,14.82
625,625,12.0,14.86
626,626,14.0,14.87
627,627,15.0,14.9
628,628,16.0,14.9
629,629,16.0,14.88
630,630,15.0,14.87
631,631,13.0,14.82
632,632,13.0,14.79
633,633,11.0,14.72
634,634,18.0,14.75
635,635,14.0,14.77
636,636,16.0,14.83
637,637,16.0,14.83
638,638,12.0,14.76
639,639,18.0,14.74
640,640,16.0,14.72
641,641,16.0,14.71
642,642,12.0,14.73
643,643,14.0,14.74
644,644,10.0,14.66
645,645,13.0,14.65
646,646,14.0,14.66
647,647,17.0,14.69
648,648,18.0,14.72
649,649,0.0,14.52
650,650,17.0,14.66
651,651,16.0,14.7
652,652,20.0,14.74
653,653,13.0,14.73
654,654,24.0,14.88
655,655,20.0,14.98
656,656,14.0,15.02
657,657,20.0,15.06
658,658,22.0,15.1
659,659,14.0,15.05
660,660,12.0,14.96
661,661,13.0,14.91
662,662,18.0,14.88
663,663,14.0,14.86
664,664,17.0,14.88
665,665,22.0,15.01
666,666,18.0,15.05
667,667,12.0,15.0
668,668,12.0,14.96
669,669,20.0,15.0
670,670,19.0,15.02
671,671,21.0,15.07
672,672,11.0,15.02
673,673,15.0,15.01
674,674,16.0,15.06
675,675,20.0,15.05
676,676,10.0,15.02
677,677,10.0,14.96
678,678,16.0,15.0
679,679,11.0,15.01
680,680,12.0,14.99
681,681,14.0,14.98
682,682,13.0,14.91
683,683,15.0,14.86
684,684,8.0,14.81
685,685,14.0,14.8
686,686,15.0,14.79
687,687,12.0,14.71
688,688,10.0,14.67
689,689,17.0,14.75
690,690,16.0,14.78
691,691,16.0,14.85
692,692,16.0,14.87
693,693,15.0,14.83
694,694,13.0,14.79
695,695,13.0,14.75
696,696,13.0,14.77
697,697,15.0,14.75
698,698,14.0,14.73
699,699,15.0,14.68
700,700,5.0,14.58
701,701,17.0,14.59
702,702,17.0,14.65
703,703,12.0,14.67
704,704,8.0,14.6
705,705,12.0,14.51
706,706,15.0,14.57
707,707,22.0,14.63
708,708,16.0,14.62
709,709,12.0,14.62
710,710,17.0,14.67
711,711,12.0,14.61
712,712,16.0,14.67
713,713,21.0,14.78
714,714,17.0,14.75
715,715,12.0,14.67
716,716,12.0,14.66
717,717,12.0,14.73
718,718,15.0,14.72
719,719,21.0,14.78
720,720,18.0,14.82
721,721,17.0,14.88
722,722,13.0,14.87
723,723,13.0,14.84
724,724,17.0,14.81
725,725,13.0,14.82
726,726,17.0,14.85
727,727,10.0,14.8
728,728,14.0,14.78
729,729,16.0,14.78
730,730,0.0,14.63
731,731,20.0,14.7
732,732,15.0,14.72
733,733,17.0,14.78
734,734,23.0,14.83
735,735,9.0,14.78
736,736,22.0,14.84
737,737,16.0,14.84
738,738,15.0,14.87
739,739,15.0,14.84
740,740,22.0,14.9
741,741,13.0,14.87
742,742,16.0,14.91
743,743,13.0,14.9
744,744,20.0,15.0
745,745,16.0,15.03
746,746,11.0,15.0
747,747,18.0,15.01
748,748,17.0,15.0
749,749,15.0,15.15
750,750,12.0,15.1
751,751,16.0,15.1
752,752,14.0,15.04
753,753,14.0,15.05
754,754,11.0,14.92
755,755,15.0,14.87
756,756,24.0,14.97
757,757,18.0,14.95
758,758,15.0,14.88
759,759,24.0,14.98
760,760,15.0,15.01
761,761,11.0,14.99
762,762,18.0,14.99
763,763,12.0,14.97
764,764,13.0,14.93
765,765,18.0,14.89
766,766,12.0,14.83
767,767,11.0,14.82
768,768,17.0,14.87
769,769,14.0,14.81
770,770,18.0,14.8
771,771,11.0,14.7
772,772,17.0,14.76
773,773,13.0,14.74
774,774,19.0,14.77
775,775,17.0,14.74
776,776,18.0,14.82
777,777,15.0,14.87
778,778,21.0,14.92
779,779,12.0,14.93
780,780,17.0,14.98
781,781,12.0,14.96
782,782,17.0,15.0
783,783,16.0,15.01
784,784,17.0,15.1
785,785,14.0,15.1
786,786,14.0,15.09
787,787,18.0,15.15
788,788,13.0,15.18
789,789,12.0,15.13
790,790,10.0,15.07
791,791,11.0,15.02
792,792,10.0,14.96
793,793,16.0,14.97
794,794,19.0,15.03
795,795,14.0,15.04
796,796,15.0,15.06
797,797,14.0,15.05
798,798,16.0,15.07
799,799,17.0,15.09
800,800,16.0,15.2
801,801,17.0,15.2
802,802,20.0,15.23
803,803,18.0,15.29
804,804,8.0,15.29
805,805,13.0,15.3
806,806,15.0,15.3
807,807,16.0,15.24
808,808,12.0,15.2
809,809,17.0,15.25
810,810,14.0,15.22
811,811,13.0,15.23
812,812,15.0,15.22
813,813,9.0,15.1
814,814,20.0,15.13
815,815,10.0,15.11
816,816,19.0,15.18
817,817,12.0,15.18
818,818,25.0,15.28
819,819,18.0,15.25
820,820,15.0,15.22
821,821,18.0,15.23
822,822,14.0,15.24
823,823,13.0,15.24
824,824,13.0,15.2
825,825,19.0,15.26
826,826,11.0,15.2
827,827,18.0,15.28
828,828,21.0,15.35
829,829,13.0,15.32
830,830,10.0,15.42
831,831,17.0,15.39
832,832,19.0,15.43
833,833,20.0,15.46
834,834,19.0,15.42
835,835,7.0,15.4
836,836,17.0,15.35
837,837,9.0,15.28
838,838,14.0,15.27
839,839,15.0,15.27
840,840,16.0,15.21
841,841,20.0,15.28
842,842,10.0,15.22
843,843,19.0,15.28
844,844,15.0,15.23
845,845,14.0,15.21
846,846,18.0,15.28
847,847,20.0,15.3
848,848,15.0,15.28
849,849,14.0,15.27
850,850,16.0,15.31
851,851,5.0,15.2
852,852,10.0,15.16
853,853,11.0,15.13
854,854,16.0,15.18
855,855,13.0,15.16
856,856,18.0,15.1
857,857,12.0,15.04
858,858,14.0,15.03
859,859,1.0,14.8
860,860,20.0,14.85
861,861,12.0,14.86
862,862,14.0,14.82
863,863,10.0,14.8
864,864,17.0,14.84
865,865,13.0,14.79
866,866,18.0,14.85
867,867,10.0,14.84
868,868,11.0,14.78
869,869,18.0,14.82
870,870,14.0,14.78
871,871,11.0,14.78
872,872,21.0,14.82
873,873,17.0,14.86
874,874,17.0,14.84
875,875,13.0,14.8
876,876,17.0,14.79
877,877,19.0,14.83
878,878,14.0,14.76
879,879,14.0,14.78
880,880,18.0,14.79
881,881,19.0,14.86
882,882,16.0,14.85
883,883,14.0,14.83
884,884,22.0,14.88
885,885,12.0,14.86
886,886,25.0,14.97
887,887,11.0,14.9
888,888,16.0,14.93
889,889,17.0,14.98
890,890,16.0,15.04
891,891,17.0,15.1
892,892,13.0,15.13
893,893,18.0,15.15
894,894,13.0,15.09
895,895,20.0,15.15
896,896,21.0,15.21
897,897,13.0,15.2
898,898,20.0,15.24
899,899,20.0,15.27
900,900,17.0,15.28
901,901,21.0,15.32
902,902,13.0,15.25
903,903,15.0,15.22
904,904,16.0,15.3
905,905,17.0,15.34
906,906,15.0,15.34
907,907,16.0,15.34
908,908,12.0,15.34
909,909,17.0,15.34
910,910,17.0,15.37
911,911,18.0,15.42
912,912,16.0,15.43
913,913,20.0,15.54
914,914,18.0,15.52
915,915,16.0,15.58
916,916,17.0,15.56
917,917,17.0,15.61
918,918,23.0,15.59
919,919,12.0,15.53
920,920,11.0,15.49
921,921,12.0,15.43
922,922,15.0,15.44
923,923,13.0,15.44
924,924,15.0,15.46
925,925,14.0,15.41
926,926,17.0,15.47
927,927,15.0,15.44
928,928,15.0,15.38
929,929,14.0,15.39
930,930,16.0,15.45
931,931,12.0,15.4
932,932,16.0,15.37
933,933,21.0,15.38
934,934,1.0,15.2
935,935,15.0,15.28
936,936,15.0,15.26
937,937,14.0,15.31
938,938,18.0,15.35
939,939,10.0,15.3
940,940,13.0,15.27
941,941,15.0,15.22
942,942,10.0,15.22
943,943,14.0,15.17
944,944,13.0,15.15
945,945,13.0,15.14
946,946,18.0,15.14
947,947,10.0,15.04
948,948,14.0,15.03
949,949,7.0,14.96
950,950,12.0,14.92
951,951,15.0,15.02
952,952,18.0,15.1
953,953,10.0,15.09
954,954,17.0,15.1
955,955,16.0,15.13
956,956,17.0,15.12
957,957,13.0,15.13
958,958,15.0,15.14
959,959,13.0,15.26
960,960,16.0,15.22
961,961,13.0,15.23
962,962,16.0,15.25
963,963,16.0,15.31
964,964,10.0,15.24
965,965,20.0,15.31
966,966,21.0,15.34
967,967,20.0,15.44
968,968,14.0,15.47
969,969,14.0,15.43
970,970,15.0,15.44
971,971,18.0,15.51
972,972,14.0,15.44
973,973,13.0,15.4
974,974,21.0,15.44
975,975,19.0,15.5
976,976,9.0,15.42
977,977,16.0,15.39
978,978,19.0,15.44
979,979,14.0,15.44
